Food Description,type,Serving,Date,Meal,Sugar,Sodium,Fat,Protein,Calories,Carbohydrates,Water Intake (fl oz)
Hannaford - Non fat strawberry yogurt,dessert,1 cup,6/12/2019,Breakfast,16,300,0,13,140,22,119
Peet's Coffee - Strawberry Scone,dessert,1 scone,6/12/2019,Lunch,15,135,8,4,250,42,119
Sodexo Campus - Cinnamon Roll,dessert,1 Roll,6/12/2019,Lunch,9,420,10,5,240,33,119
Thomas - English Muffin With Peanut Butter & Banana,dessert,1 english muffin,6/12/2019,Dinner,23,350,17,13,430,62,119
Mountain House - Macaroni & Cheede,grains,3.75 cups,6/12/2019,Dinner,15,2070,45,39,960,93,119
Clif Bar - Peanut Butter,fats&seasoning,1 bar,6/12/2019,Snacks,21,240,6,11,250,41,119
Peach,fruits,1 medium,6/12/2019,Snacks,13,0,0,1,59,14,119
Quaker - Fruit & Cream,fruits,2 packet,6/13/2019,Breakfast,24,360,4,6,260,54,119
Thomas - English Muffin With Peanut Butter & Banana,dessert,1 english muffin,6/13/2019,Breakfast,23,350,17,13,430,62,119
Bumblebee -  Tuna Salad With Crackers,dessert,1 kit,6/13/2019,Lunch,5,435,22,8,300,18,119
gala apples - Apple,fruits,154 g,6/13/2019,Lunch,16,0,0,0,80,22,119
Budweiser - Bud Light 4.2,juice,12 oz,6/13/2019,Dinner,0,0,0,1,110,7,119
Homemade - Pan Fried Zucchini,vegetables,1.5 cups,6/13/2019,Dinner,6,583,13,3,179,11,119
Farm Rich - Jalepeno Poppers,dessert,2 pieces,6/13/2019,Dinner,1,330,9,2,140,12,119
Sodexo - Barbecue Chicken Pizza,grains,3 slice (146g),6/13/2019,Dinner,27,2010,24,48,870,111,119
Ledos Pizza - Meat Lovers Pizza,grains,3 slice,6/13/2019,Dinner,3,870,36,21,540,24,119
Cliff Bar (Cool Mint Chocolate chip) - energy bar,dessert,68 gram,6/13/2019,Snacks,20,160,5,10,250,44,119
Clif Bar - Chocolate Chip Peanut Crunch (Corrected),dessert,1 bar (68g),6/13/2019,Snacks,20,240,7,10,260,41,119
Ben & Jerrys - Peanut Butter Half baked,dessert,2 cup,6/13/2019,Snacks,100,440,56,20,1120,132,119
Peach,fruits,1 medium,6/14/2019,Breakfast,13,0,0,1,59,14,51
Supermarket - Banana,fruits,1 banana,6/14/2019,Breakfast,0,1,0,0,105,27,51
Astro Smooth'n Fruity (Canada) - Peach,fruits,1 1/2 Cup/125G,6/14/2019,Breakfast,63,165,6,12,420,75,51
Kelloggs Vector - Granola,fats&seasoning,126 gram,6/14/2019,Breakfast,20,190,28,40,580,48,51
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,6/14/2019,Lunch,21,330,10,20,280,29,51
Nuts.com - Healthy Trail Mix,fats&seasoning,2 packet,6/14/2019,Lunch,40,60,12,4,330,58,51
Campbell's - Chunky Chicken and Sausage Gumbo,meats,250 ml,6/14/2019,Dinner,5,650,4,8,140,19,51
Pepperidge Farm - Goldfish Baked Cheddar Crackers,dessert,110 pieces,6/14/2019,Dinner,0,500,10,6,280,40,51
Nectarine - Nectarine,fruits,100 gr,6/14/2019,Dinner,11,0,0,1,60,14,51
Plums,fruits,"raw, 1 cup, sliced",6/14/2019,Dinner,16,0,0,1,76,19,51
Pepperidge Farm - Goldfish Baked Cheddar Crackers,dessert,110 pieces,6/15/2019,Breakfast,0,500,10,6,280,40,85
Thomas - English Muffin With Peanut Butter & Banana,dessert,1 english muffin,6/15/2019,Breakfast,23,350,17,13,430,62,85
Quaker - Raisins & Spice Oatmeal,grains,2 Packet,6/15/2019,Breakfast,28,420,4,8,300,64,85
Generic - Cajun Chicken Sandwich,grains,1 Sandwich,6/15/2019,Lunch,0,785,8,24,345,46,85
Outtakes - French Fries,fats&seasoning,0.5 cup,6/15/2019,Lunch,0,304,11,2,197,23,85
Hershey - Reese's,dessert,1.5 pack,6/15/2019,Lunch,32,225,20,8,315,36,85
Pepsi - Regular,juice,1 can,6/15/2019,Lunch,41,30,0,0,150,41,85
M&m's - Peanut (Canada),fats&seasoning,49 g,6/15/2019,Lunch,25,25,13,5,250,30,85
"Subway - 12"" Buffalo Chicken",meats,12 Inch,6/15/2019,Lunch,26,2760,21,54,840,109,85
Subway - Chocolate Chip Cookie (Website),dessert,270 g,6/15/2019,Lunch,108,720,60,12,1260,174,85
Fajita - Chicken,meats,2 wrap,6/15/2019,Dinner,0,0,11,39,436,43,85
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,6/15/2019,Dinner,21,330,10,20,280,29,85
Nuts.com - Healthy Trail Mix,fats&seasoning,2 packet,6/15/2019,Snacks,40,60,12,4,330,58,85
Azteca - Chicken Fajita Burritos,grains,0.25 burrito with rice,6/16/2019,Breakfast,1,0,9,15,217,19,119
Waffle House - 2 Scrambled Eggs,meats,2 eggs,6/16/2019,Breakfast,2,120,14,12,180,0,119
gala apples - Apple,fruits,154 g,6/16/2019,Breakfast,16,0,0,0,80,22,119
Supermarket - Banana,fruits,1 banana,6/16/2019,Breakfast,0,1,0,0,105,27,119
Esposto's - Cranberry Turkey Pesto Sandwich,grains,454 gram,6/16/2019,Lunch,0,0,66,44,856,102,119
Protein Shake,dessert,2 serving(s),6/16/2019,Lunch,51,890,3,104,680,57,119
Aladdin Food - Vegan Burritos,grains,1 Burrito,6/16/2019,Dinner,4,832,12,19,366,46,119
Wegmans - Organic Greek yogurt,dessert,2 cup,6/16/2019,Dinner,16,0,0,48,240,16,119
Nuts.com - Almonds,fats&seasoning,1.1 oz,6/16/2019,Dinner,1,0,15,7,170,5,119
Nuts.com - Raw Flax Seeds,fats&seasoning,1 TBSP (10g),6/16/2019,Dinner,0,0,4,2,50,3,119
Nuts.com - Healthy Trail Mix,fats&seasoning,2 packet,6/16/2019,Snacks,40,60,12,4,330,58,119
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,6/16/2019,Snacks,21,330,10,20,280,29,119
Wegmans - Organic Greek yogurt,dessert,3 cup,6/17/2019,Breakfast,24,0,0,72,360,24,68
Nuts.com - Almonds,fats&seasoning,1.1 oz,6/17/2019,Breakfast,1,0,15,7,170,5,68
Outtakes - Granola,fats&seasoning,1 cup,6/17/2019,Breakfast,31,8,16,13,420,67,68
Thomas - English Muffin With Peanut Butter & Banana,dessert,1 english muffin,6/17/2019,Breakfast,23,350,17,13,430,62,68
Nuts.com - Raw Flax Seeds,fats&seasoning,1 TBSP (10g),6/17/2019,Breakfast,0,0,4,2,50,3,68
Deglet Noor - Pitted Organic Dates,fats&seasoning,45 g (1/4 cup),6/17/2019,Breakfast,28,0,0,1,120,33,68
Kashi - Oatmeal Chocolate Chip Cookie,dessert,1 cookie,6/17/2019,Lunch,8,65,5,2,130,20,68
Aladdin - Roast Turkey with Gravy,meats,3 oz,6/17/2019,Dinner,0,204,24,32,366,2,68
Eurest - Mashed Potatoes,grains,1 cup,6/17/2019,Dinner,2,325,9,3,214,31,68
Outtakes - French Fries,fats&seasoning,1 cup,6/17/2019,Dinner,0,608,22,4,394,45,68
Vegetables - Steamed Mixed Vegetables,vegetables,1 cup,6/17/2019,Dinner,0,5,0,2,45,6,68
Homemade - Stuffing,grains,1 cup,6/17/2019,Dinner,5,850,17,6,352,44,68
Eurest - Mac and Cheese,fats&seasoning,12 ounce,6/17/2019,Dinner,9,496,12,25,469,65,68
Amy's - Apple Pie,fruits,4 oz,6/17/2019,Snacks,15,135,8,2,230,37,68
gala apples - Apple,fruits,154 g,6/18/2019,Breakfast,16,0,0,0,80,22,102
Clif Bar - Chocolate Chip Peanut Crunch (Corrected),dessert,1 bar (68g),6/18/2019,Breakfast,20,240,7,10,260,41,102
Chilis - Sweet & Spicy Chicken,meats,1 Plate,6/18/2019,Lunch,0,2430,16,37,590,78,102
Hershey - Kit Kat Dark,dessert,1 pkg (42g),6/18/2019,Lunch,19,10,12,2,200,27,102
Muscle Milk - Pro Series 40g,juice,14 oz,6/18/2019,Lunch,1,290,3,40,200,10,102
Kinder's - Pulled Pork Sandwich,grains,1 sandwich,6/18/2019,Dinner,18,1080,13,19,440,58,102
Generic - Carrots,vegetables,3 ounces,6/18/2019,Dinner,5,65,0,1,35,8,102
Macaroni Salad - Macaroni Salad,vegetables,1 cup,6/18/2019,Dinner,0,260,34,0,560,56,102
Outtakes - Garden Salad (Large),vegetables,1 serving(s),6/18/2019,Dinner,4,15,0,2,48,12,102
Asda - Stir Fry Salad,vegetables,100 g,6/18/2019,Dinner,1,100,1,2,29,1,102
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,6/18/2019,Snacks,21,330,10,20,280,29,102
Supermarket - Banana,fruits,2 banana,6/19/2019,Breakfast,0,2,1,0,210,54,51
Astro Zero - Blueberry Yogurt,dessert,175 g,6/19/2019,Breakfast,2,65,0,7,60,7,51
Milk,juice,"2% fat, 3 cup",6/19/2019,Breakfast,37,347,15,24,369,35,51
Kellogg's - Vector Cereal,grains,2.5 cup,6/19/2019,Breakfast,22,440,6,11,430,88,51
Klondike - Cookies & Cream Sandwich,grains,135 mL,6/19/2019,Lunch,18,220,7,4,230,39,51
Outtakes - French Fries,fats&seasoning,1 cup,6/19/2019,Lunch,0,608,22,4,394,45,51
Energy Kitchen - Bison Burger,grains,1 burger with bun,6/19/2019,Lunch,0,322,17,33,413,31,51
Milk to Go - 2% White Milk,juice,500 ml,6/19/2019,Lunch,24,240,10,18,260,24,51
Hershey - Kit Kat Dark,dessert,1 pkg (42g),6/19/2019,Snacks,19,10,12,2,200,27,51
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,6/19/2019,Snacks,21,330,10,20,280,29,51
Nuts.com - Almonds,fats&seasoning,1.1 oz,6/19/2019,Snacks,1,0,15,7,170,5,51
gala apples - Apple,fruits,154 g,6/20/2019,Breakfast,16,0,0,0,80,22,102
Clif Bar - Chocolate Chip Peanut Crunch (Corrected),dessert,1 bar (68g),6/20/2019,Breakfast,20,240,7,10,260,41,102
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,6/20/2019,Lunch,21,330,10,20,280,29,102
Hershey's Kit Kat Dark Chocolate - Dark Chocolate King Size,dessert,3.99 fingers (32g),6/20/2019,Snacks,19,7,12,3,200,27,102
Nestlé - Kit Kat Chocolat noir,dessert,2 barres,6/20/2019,Snacks,14,15,9,2,160,19,102
Lindt - Lindt Dark Chocolate 70%,dessert,6 square,6/20/2019,Snacks,18,60,30,6,378,24,102
A&w - Cheeseburger,grains,1 Cheeseburger,6/21/2019,Breakfast,6,1040,21,23,420,37,102
A&w Canada - All Canadian Special Breakfast,grains,"1 breakfast (2 eggs, 2 bacon, 2 sausage, hashbrowns, toast)",6/21/2019,Breakfast,12,1590,56,36,955,71,102
Blueberry muffins - Blueberry Muffins,dessert,1 muffin,6/21/2019,Breakfast,8,90,5,1,100,14,102
gala apples - Apple,fruits,154 g,6/21/2019,Lunch,16,0,0,0,80,22,102
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,6/21/2019,Dinner,21,330,10,20,280,29,102
Sun-Rype - Fruit Source Bar- Blueberry/Pomegranate,dessert,1 bar,6/21/2019,Snacks,29,10,0,0,120,32,102
Supermarket - Banana,fruits,1 banana,6/21/2019,Snacks,0,1,0,0,105,27,102
Hershey's - Peanut M&m's,fats&seasoning,60 pieces,6/21/2019,Snacks,75,75,35,15,700,85,102
gala apples - Apple,fruits,154 g,6/22/2019,Breakfast,16,0,0,0,80,22,85
Sun-Rype - Fruit Source Bar- Blueberry/Pomegranate,dessert,1 bar,6/22/2019,Breakfast,29,10,0,0,120,32,85
Clif Bar - Peanut Butter,fats&seasoning,1 bar,6/22/2019,Breakfast,21,240,6,11,250,41,85
Waffle House - 2 Scrambled Eggs,meats,2 eggs,6/22/2019,Breakfast,2,120,14,12,180,0,85
Hormel - HORMEL Canadian Style Bacon,meats,2 serving,6/22/2019,Breakfast,2,1138,6,19,137,2,85
Klements - Chorizo Sausage Link,meats,3 link,6/22/2019,Lunch,0,1530,51,27,570,6,85
Milk 2 Go - Chillin Chocolate,dessert,250 ml,6/22/2019,Dinner,24,160,3,8,150,25,85
Pepsi Canada - 355ml (12 oz),juice,355 ml,6/22/2019,Dinner,41,15,0,0,150,42,85
New York Fries - Poutine,fats&seasoning,3 cups,6/22/2019,Dinner,6,2640,100,50,1900,204,85
Fudruckers - Elk Burger,grains,1/2 lb burger,6/22/2019,Dinner,7,983,6,52,515,43,85
M&ms - Peanut Sharing Size,fats&seasoning,1 package,6/22/2019,Snacks,48,45,24,9,480,57,85
Brownies - Homemade - Ooey Gooey Marshmellow Brownies,dessert,1 Bar,6/22/2019,Snacks,23,82,13,3,235,30,85
Homemade - Ham & Cheese Omellete,meats,1 cup cooked,6/23/2019,Breakfast,0,0,0,0,540,0,34
Shredded hash browns - Shredded Hash Browns,dessert,2 cup,6/23/2019,Breakfast,0,0,0,2,140,32,34
Toast - Toast,grains,2 pc,6/23/2019,Breakfast,6,270,2,8,200,40,34
Raspberry Jelly - Jelly,dessert,1 tbsp,6/23/2019,Breakfast,12,0,0,0,50,13,34
New York Fries - Poutine,fats&seasoning,1.5 cups,6/23/2019,Breakfast,3,1320,50,25,950,102,34
Hershey's Kit Kat Dark Chocolate - Dark Chocolate King Size,dessert,3.99 fingers (32g),6/23/2019,Lunch,19,7,12,3,200,27,34
Milk to Go - 2% White Milk,juice,500 ml,6/23/2019,Lunch,24,240,10,18,260,24,34
Kelloggs Vector - Granola,fats&seasoning,126 gram,6/23/2019,Dinner,20,190,28,40,580,48,34
Pringles - The Original,dessert,28 grams (16 chips),6/23/2019,Snacks,1,150,9,1,150,15,34
Hood - Ice Cream Sandwich,grains,1 Sandwich,6/23/2019,Snacks,14,140,6,2,170,28,34
Kelloggs Vector - Granola,fats&seasoning,126 gram,6/24/2019,Breakfast,20,190,28,40,580,48,68
English muffin - English Muffin,dessert,1 muffin,6/24/2019,Breakfast,1,200,1,4,120,25,68
Skippy naturals - Peanut butter,fats&seasoning,4 tbsp,6/24/2019,Breakfast,6,300,32,14,380,12,68
Homemade - Buffalo Chicken Burger,grains,0.25 lb,6/24/2019,Lunch,4,1405,31,26,482,25,68
New York Fries - Poutine,fats&seasoning,1.5 cups,6/24/2019,Lunch,3,1320,50,25,950,102,68
Sprite - Sprite,juice,12 fl oz,6/24/2019,Lunch,38,65,0,0,140,38,68
Sunrype - Fruitsource Bar - Mango Mangosteen,dessert,4 Bar (37g),6/24/2019,Snacks,116,40,0,0,480,128,68
Homemade - Ham & Cheese Omellete,meats,1 cup cooked,6/25/2019,Breakfast,0,0,0,0,540,0,68
Homemade - Blackberry Raspberry Pie,dessert,1/8 pie (one slice),6/25/2019,Breakfast,54,48,3,1,263,61,68
Toast - Toast,grains,2 pc,6/25/2019,Breakfast,6,270,2,8,200,40,68
Raspberry Jelly - Jelly,dessert,2 tbsp,6/25/2019,Breakfast,24,0,0,0,100,26,68
Diced Potatoes - Potatoes,grains,1 cup,6/25/2019,Breakfast,1,9,0,3,116,26,68
Juice - Apple Juice,juice,16 oz,6/25/2019,Breakfast,56,70,0,2,220,56,68
Peach,fruits,1 medium,6/26/2019,Breakfast,13,0,0,1,59,14,0
gala apples - Apple,fruits,154 g,6/26/2019,Breakfast,16,0,0,0,80,22,0
Starkist - Tuna,meats,5 can,6/26/2019,Breakfast,0,900,5,50,250,5,0
Sailor Boy - Pilot Bread,dessert,3 cracker,6/26/2019,Breakfast,0,510,8,6,300,51,0
Sunrype - Fruitsource Bar - Mango Mangosteen,dessert,1 Bar (37g),6/26/2019,Breakfast,29,10,0,0,120,32,0
Reese's - Reeses Sticks,dessert,1 package,6/26/2019,Breakfast,18,135,13,4,220,24,0
Supermarket - Banana,fruits,1 banana,6/26/2019,Breakfast,0,1,0,0,105,27,0
Supermarket - Banana,fruits,1 banana,6/26/2019,Snacks,0,1,0,0,105,27,0
Clif Bar - Peanut Butter,fats&seasoning,1 bar,6/27/2019,Breakfast,21,240,6,11,250,41,102
Sunrype - Fruitsource Bar - Mango Mangosteen,dessert,2 Bar (37g),6/27/2019,Breakfast,58,20,0,0,240,64,102
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,6/27/2019,Snacks,21,330,10,20,280,29,102
Bakery - Chocolate Chip Cookie,dessert,4 cookie,6/27/2019,Snacks,28,400,20,4,480,68,102
Sunrype - Fruitsource Bar - Mango Mangosteen,dessert,2 Bar (37g),6/27/2019,Snacks,58,20,0,0,240,64,102
Muffins,dessert,"oat bran, 1 oz",6/27/2019,Snacks,2,111,2,2,77,14,102
Thomas - English Muffin With Peanut Butter & Banana,dessert,1 english muffin,6/27/2019,Snacks,23,350,17,13,430,62,102
Homemade - Ham & Cheese Omellete,meats,1 cup cooked,6/28/2019,Breakfast,0,0,0,0,540,0,85
Shredded hash browns - Shredded Hash Browns,dessert,2 cup,6/28/2019,Breakfast,0,0,0,2,140,32,85
Toast - Toast,grains,2 pc,6/28/2019,Breakfast,6,270,2,8,200,40,85
Smucker's - Pure Strawberry Jelly,dessert,2 tbsp (15ml),6/28/2019,Breakfast,24,0,0,0,100,26,85
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,6/28/2019,Snacks,21,330,10,20,280,29,85
Sunrype - Fruitsource Bar - Mango Mangosteen,dessert,1 Bar (37g),6/28/2019,Snacks,29,10,0,0,120,32,85
Io - Yogurt,dessert,1 cup,6/28/2019,Snacks,0,0,3,3,99,14,85
Clover Leaf - Tuna Snacks Lemon and Pepper 90 Gms,dessert,90 gm,6/28/2019,Snacks,2,350,7,17,170,15,85
M&m - Peanuts - M&m,fats&seasoning,168 g,6/28/2019,Snacks,84,80,44,16,840,100,85
Twix - Twix,dessert,4 fingers,6/28/2019,Snacks,48,200,24,4,500,68,85
Mars - Bar,dessert,2 bar,6/28/2019,Snacks,69,0,20,5,520,80,85
Clover Leaf - Spicy Thai Sweet Chili Tuna Snack Kit,dessert,1 Kit,6/29/2019,Breakfast,9,450,10,14,210,21,34
Cliff Builder Bar - Peanut Butter,dessert,1 bar,6/29/2019,Breakfast,21,340,10,20,270,29,34
Io - Yogurt,dessert,1 cup,6/29/2019,Breakfast,0,0,3,3,99,14,34
Cliff Builder Bar - Peanut Butter,dessert,1 bar,6/29/2019,Snacks,21,340,10,20,270,29,34
Homemade - Poundcake,grains,3 slice,6/29/2019,Snacks,81,774,45,18,1050,147,34
Homemade - Fluffy French Toast,grains,2 slice,6/30/2019,Breakfast,7,526,5,10,246,39,68
Cookin' Kilos - Cowboy Scramble,dessert,1 serving,6/30/2019,Breakfast,0,0,15,25,288,14,68
Sunrype - Fruitsource Bar - Mango Mangosteen,dessert,1 Bar (37g),6/30/2019,Breakfast,29,10,0,0,120,32,68
Toast - Toast,grains,2 pc,6/30/2019,Breakfast,6,270,2,8,200,40,68
Diced Potatoes - Potatoes,grains,1 cup,6/30/2019,Breakfast,1,9,0,3,116,26,68
A&w - Cheeseburger,grains,1 Cheeseburger,6/30/2019,Lunch,6,1040,21,23,420,37,68
Outtakes - French Fries,fats&seasoning,1 cup,6/30/2019,Lunch,0,608,22,4,394,45,68
Schwan's - Ice Cream Sandwich (Chocolate),dessert,2 Sandwich,6/30/2019,Lunch,36,320,6,8,300,60,68
Mike's Hard - Cranbery Lemonade,juice,2 can,6/30/2019,Lunch,0,0,3,0,444,76,68
Supermarket - Banana,fruits,1 banana,6/30/2019,Dinner,0,1,0,0,105,27,68
Milk to Go - 2% White Milk,juice,250 ml,6/30/2019,Dinner,12,120,5,9,130,12,68
Kellogg's Special K - Honey Almond Ancient Grains Protein Cereal,grains,56 grams,6/30/2019,Dinner,9,250,4,14,220,36,68
Clover leaf - Tuna snack,dessert,1 kit,6/30/2019,Dinner,7,550,22,9,330,23,68
Clif Bar - Chocolate Peanut Butter Nut Butter Filled ,dessert,50 gram,6/30/2019,Dinner,10,115,10,6,230,28,68
Sunrype - Fruit to Go Strawberry Banana,fruits,14 g,6/30/2019,Dinner,11,10,0,0,45,12,68
Supermarket - Banana,fruits,1 banana,6/30/2019,Snacks,0,1,0,0,105,27,68
Plums,fruits,"raw, 1 cup, sliced",6/30/2019,Snacks,16,0,0,1,76,19,68
Leclerc - Célébration Dark Chocolate 45% Cocoa,dessert,8 cookies,6/30/2019,Snacks,40,240,28,8,600,80,68
gala apples - Apple,fruits,154 g,6/30/2019,Snacks,16,0,0,0,80,22,68
Plums,fruits,"raw, 1 cup, sliced",7/1/2019,Breakfast,16,0,0,1,76,19,51
Clif Nut Filled - Tart Cherry Berry,fruits,1 bar,7/1/2019,Breakfast,11,70,10,5,230,29,51
Kellogg's Special K - Honey Almond Ancient Grains Protein Cereal,grains,112 grams,7/1/2019,Breakfast,18,500,7,28,440,72,51
Milk to Go - 2% White Milk,juice,250 ml,7/1/2019,Breakfast,12,120,5,9,130,12,51
Pepperridge Farm - Goldfish Baked Snack Crackers (Individual Packs),dessert,1 ounce,7/1/2019,Breakfast,0,230,5,3,130,18,51
mini donuts - Chocolate Donuts,dessert,4 donuts,7/1/2019,Breakfast,15,190,14,3,240,28,51
Supermarket - Banana,fruits,1 banana,7/1/2019,Breakfast,0,1,0,0,105,27,51
Milk 2 Go - Chillin Chocolate,dessert,500 ml,7/1/2019,Lunch,48,320,5,16,300,50,51
Arby's - Roast Beef Sandwich,grains,1 medium sandwich,7/1/2019,Lunch,6,970,14,23,360,35,51
Hershey's - Peanut M&m's,fats&seasoning,24 pieces,7/1/2019,Lunch,30,30,14,6,280,34,51
Sunrype - Fruitsource Bar - Mango Mangosteen,dessert,1 Bar (37g),7/1/2019,Lunch,29,10,0,0,120,32,51
Nectarine - Nectarine,fruits,100 gr,7/1/2019,Lunch,11,0,0,1,60,14,51
Sunrype - Fruit to Go - Berry Mania,dessert,2 bar (14g),7/1/2019,Snacks,22,30,0,0,100,24,51
Nature Valley - Crunchy Granola Bar (Peanut Butter),dessert,2 bars,7/2/2019,Breakfast,11,180,8,4,190,27,0
Milk 2 Go - Chillin Chocolate,dessert,500 ml,7/2/2019,Breakfast,48,320,5,16,300,50,0
Klondike - Reese Peanut Butter Frozen Desert,dessert,100 ml,7/2/2019,Breakfast,19,100,13,3,220,24,0
Dare Real Fruit - Tropical Gummies (180g Bag),dessert,40 candies (38g),7/2/2019,Breakfast,105,0,0,10,650,155,0
Sunrype - Fruit to Go Strawberry Banana,fruits,14 g,7/2/2019,Dinner,11,10,0,0,45,12,0
Clif Bar - Chocolate Peanut Butter Nut Butter Filled ,dessert,50 gram,7/2/2019,Dinner,10,115,10,6,230,28,0
Clif Bar - Chocolate Peanut Butter Nut Butter Filled ,dessert,50 gram,7/2/2019,Dinner,10,115,10,6,230,28,0
M&m?�s - Peanut butter,fats&seasoning,84 g,7/2/2019,Snacks,44,170,22,10,440,50,0
Clif Bar - Chocolate Peanut Butter Nut Butter Filled ,dessert,50 gram,7/2/2019,Snacks,10,115,10,6,230,28,0
Supermarket - Banana,fruits,1 banana,7/3/2019,Snacks,0,1,0,0,105,27,0
Hershey's Kit Kat Dark Chocolate - Dark Chocolate King Size,dessert,3.99 fingers (32g),7/3/2019,Snacks,19,7,12,3,200,27,0
Sunrype - Fruit to Go - Berry Mania,dessert,2 bar (14g),7/3/2019,Snacks,22,30,0,0,100,24,0
Sun-Rype - Fruit Source Bar- Blueberry/Pomegranate,dessert,1 bar,7/4/2019,Breakfast,29,10,0,0,120,32,68
Sunrype - Fruit to Go - Berry Mania,dessert,2 bar (14g),7/4/2019,Breakfast,22,30,0,0,100,24,68
Kinder's - Pulled Pork Sandwich,grains,1 sandwich,7/4/2019,Lunch,18,1080,13,19,440,58,68
Beans - Baked,fats&seasoning,"home prepared, 2 cup",7/4/2019,Lunch,0,2135,26,28,764,108,68
Coleslaw - Coleslaw,vegetables,4 ozs,7/4/2019,Lunch,3,77,13,1,143,7,68
Double Rainbow - Chocolate Peanut Butter Ice Cream,dessert,1 cup,7/4/2019,Lunch,42,340,42,14,620,48,68
Rondoletti - Chocolate Wafer Straws,dessert,63 g,7/4/2019,Lunch,24,156,11,2,292,47,68
Applebees - Bacon Cheese Burger,grains,1.5 Burger,7/4/2019,Dinner,0,2565,95,75,1440,77,68
Beets,vegetables,"raw, 5 beet (2",7/4/2019,Dinner,28,320,1,7,176,39,68
Macaroni Salad - Macaroni Salad,vegetables,0.5 cup,7/4/2019,Dinner,0,130,17,0,280,28,68
Potato salad,vegetables,"home-prepared, 1 cup",7/4/2019,Dinner,0,1323,21,7,358,28,68
Arby's - Curly Fries - Medium,fats&seasoning,170 g (medium),7/4/2019,Dinner,0,1200,29,6,540,62,68
Outtakes - Garden Salad (Large),vegetables,1 serving(s),7/4/2019,Dinner,4,15,0,2,48,12,68
Nestle Dibs Crunch Snack Size - Ice Cream,dessert,4 oz,7/4/2019,Snacks,22,75,21,2,320,31,68
Reese's - Big Cup,dessert,1 cup,7/4/2019,Snacks,19,150,12,5,200,22,68
Bud Light - 25 Oz. Can,juice,25 oz,7/4/2019,Snacks,0,0,0,0,220,36,68
M&m's - Peanut Butter M&m's (1 Package) Correct,fats&seasoning,92.4 g,7/4/2019,Snacks,44,190,26,10,480,52,68
Pom Wonderful (Mh) - Pomegranite Juice,juice,8 oz,7/5/2019,Lunch,32,0,0,1,150,38,68
Wolo - Peanut Butter Road Tripper,dessert,1 bar (1.87 oz or 53g),7/5/2019,Lunch,4,75,11,16,220,20,68
Pop tart smores - Pop Tart Smores,dessert,2 poptart,7/5/2019,Lunch,38,420,10,6,400,72,68
Supermarket - Banana,fruits,1 banana,7/5/2019,Lunch,0,1,0,0,105,27,68
Generic - Carrots,vegetables,3 ounces,7/5/2019,Dinner,5,65,0,1,35,8,68
Bumblebee - Fat Free Tuna Salad Kit,dessert,1 kit (6 Wheat Crackers and Tuna mix),7/5/2019,Dinner,6,375,3,7,150,23,68
Alaska Candy Company - Dark Chocolate with Almonds,dessert,57 gram,7/5/2019,Snacks,26,20,19,3,281,33,68
Alaska Candy Company - Sea Salt Dark Chocolate,dessert,1 bar,7/5/2019,Snacks,28,95,18,3,280,35,68
Pop tart smores - Pop Tart Smores,dessert,2 poptart,7/5/2019,Snacks,38,420,10,6,400,72,68
Supermarket - Banana,fruits,1 banana,7/5/2019,Snacks,0,1,0,0,105,27,68
Generic - Carrots,vegetables,9 ounces,7/5/2019,Snacks,15,195,0,3,105,24,68
A&w - Cheeseburger,grains,2 Cheeseburger,7/6/2019,Lunch,12,2080,42,46,840,74,102
Arby's - Curly Fries - Medium,fats&seasoning,170 g (medium),7/6/2019,Lunch,0,1200,29,6,540,62,102
Reese's Sticks - Reese Sticks Crispy Wafers King Size,dessert,1 package,7/6/2019,Lunch,36,270,26,8,460,48,102
Bumble Bee - Chicken Salad with Crackers,dessert,1 Package (3.5oz / 99g),7/6/2019,Dinner,8,545,12,9,220,22,102
Clif Bar - Chocolate Chip,dessert,1 bar (68g) 2.4 oz,7/6/2019,Dinner,23,150,5,10,250,44,102
Kashi - Chocolate Peanut Butter Chewy Granola Bar,dessert,70 gram,7/6/2019,Dinner,14,300,12,6,300,42,102
Pepsi Canada - 355ml (12 oz),juice,355 ml,7/6/2019,Snacks,41,15,0,0,150,42,102
Sunrype - Fruitsource Bar - Mango Mangosteen,dessert,1 Bar (37g),7/7/2019,Breakfast,29,10,0,0,120,32,68
gala apples - Apple,fruits,154 g,7/7/2019,Breakfast,16,0,0,0,80,22,68
Breakfast burrito - Breakfast,grains,1.5 burrito,7/7/2019,Lunch,3,1185,24,18,450,39,68
Starbucks - Grande Chai Tea,juice,1 cup,7/7/2019,Lunch,42,115,5,8,240,45,68
Dominio's - Sausage Pizza 14 Inch,grains,8 slice,7/7/2019,Dinner,32,5680,112,96,2560,288,68
Core Power - Chocolate,dessert,1 container,7/7/2019,Dinner,26,140,4,26,240,28,68
